ID,Prompt,PhraseA,PhraseB,Test 2
4517,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is happy_to_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,happy_to_help,Yes
4518,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_ready_to_answer_question. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_ready_to_answer_question,Yes
4519,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_good_advice. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_good_advice,No
4520,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is listening_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,listening_staff,Yes
4521,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is sweet_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,sweet_staff,Yes
4522,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is pleasant_contact_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,pleasant_contact_staff,Yes
4523,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_arrange_ride_to_airport. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_arrange_ride_to_airport,Yes
4524,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is availability_of_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,availability_of_staff,Yes
4525,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_alway_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_alway_help,Yes
4526,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_family_atmosphere. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_family_atmosphere,Yes
4527,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_any_question. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_any_question,Yes
4528,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_any_problem. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_any_problem,Yes
4529,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is patient_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,patient_staff,Yes
4530,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_family_room_as_requested. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_family_room_as_requested,Yes
4531,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_recommend_place_in_city. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_recommend_place_in_city,No
4532,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_order_taxi. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_order_taxi,Yes
4533,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_car_rental. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_with_car_rental,Yes
4534,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_celebrate_our_daughter_birthday. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_celebrate_our_daughter_birthday,Yes
4535,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is 10/10_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,10/10_staff,Yes
4536,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is courteous_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,courteous_staff,No
4537,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is welcoming_service_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,welcoming_service_staff,Yes
4538,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is highest_level_service. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,highest_level_service,No
4539,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_ready_to_help. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_ready_to_help,Yes
4540,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_kept_suitcase_whole_day. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_kept_suitcase_whole_day,No
4541,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_free_room_upgrade_to_superior_room. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_free_room_upgrade_to_superior_room,Yes
4542,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_everything. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_help_with_everything,Yes
4543,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_alway_available_to_satisfy_you. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_alway_available_to_satisfy_you,Yes
4544,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_speak_4_language. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_speak_4_language,No
4545,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_speak_Greek. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_speak_Greek,No
4546,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_speak_English. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_speak_English,No
4547,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_speak_Arabic. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,can_speak_Arabic,No
4548,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_beautiful_hospitality. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,staff_give_beautiful_hospitality,Yes
4549,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is kind_hospitality_staff. Phrase A is no_evident_not_staff_make_like_staying_with_family.",no_evident_not_staff_make_like_staying_with_family,kind_hospitality_staff,No
